key,job_url,title,salary,location,experience,education,recruit_count,update_time,company_name,company_link,job_description,language_requirement,industry_requirement,work_time,company_tags,crawl_time,company_industry,company_scale,month_salary_min,month_salary_max,month_salary_avg,location_city,location_province,location_partition,company_scale_min,company_scale_max,recruit_count_parsed,experience_level,has_language_requirement,has_weekend_off,update_time_parsed,category,tokenized_words
C++开发,https://www.liepin.com/job/1982515683.shtml,C++服务器-战斗开发,25-35k,上海-浦东新区,5年以上,本科,招1人,5月13日更新,盛趣信息技术（上海）有限公司,https://www.liepin.com/company/7882074/,"岗位职责：
1. 开发战斗系统(AI、技能、场景实体等)
2. 副本逻辑
3. 建立反作弊机制,保障战斗公平性
4. 服务器性能优化

任职要求：
1. 5年以上C++开发经验
2. 有上线MMO或ARPG项目经验
3. 熟悉Navmesh,有怪物AI、战斗系统开发经验
4. 精通C/C++、STL,对内存有深刻理解;
5. 熟悉常见服务器架构,熟悉常用性能优化手段
6. 熟悉MySQL,Redis等数据库
7. 熟悉TCP/UDP等网络通信协议
8. 熟悉Lua语言优先",,全部行业,,"['高新技术企业', '绩效奖金', '带薪年假', '节日礼物', '定期体检']",2026-05-15 19:24:39.560607,游戏,1000-2000人,25000.0,35000.0,30000.0,上海,上海市,华东地区,1000.0,2000.0,1.0,5-10年,False,False,2026-05-13,C++开发,"C++ 服务器 - 战斗 . 战斗 ( AI 场景 实体 ) . 副本 . 反作弊 机制 , 战斗 公平性 . 服务器 性能 . 年 C++ . MMO ARPG . Navmesh , 怪物 AI 战斗 . 精通 C / C++ STL , 内存 深刻理解 ; . 常见 服务器 , 常用 性能 手段 . MySQL , Redis . TCP / UDP 网络通信 协议 . Lua"
C++开发,https://www.liepin.com/job/1981483469.shtml,上位机技术经理,25-45k,东莞-凤岗镇,5-10年,本科,招1人,5月6日更新,深圳摩罗志远科技有限公司,https://www.liepin.com/company/9115715/,"岗位职责：


1.负责上位机软件开发技术管理，擅长 Windows/Mac跨平台开发技术，熟悉Windows/Mac系统驱动开发技术；
2.主导公司音频硬件设备配套上位机软件体系可持续发展的技术规划、架构设计与版本迭代规划；
3.把控产品需求到技术需求和任务的拆解、排期、质量、风险，保证项目按时高质量交付；
4.带领团队解决技术难点，包括设备驱动、设备通信、音频处理、低延迟传输、跨平台兼容性、系统稳定性、系统可维护性和可扩展性等；
5.与硬件团队、产品团队、嵌入式团队和其他应用开发团队紧密协作，推动软硬一体化方案落地；
6.团队建设、招聘、培养、绩效考核与技术氛围提升。
7.关注行业技术趋势，持续优化技术栈与研发效率，支撑业务快速发展。

任职要求：
1、学历与专业：本科及以上学历，计算机科学与技术、软件工程、电子信息工程等相关专业，5年以上软件开发经验，2年以上软件团队管理经验。
2、技术能力：精通上位机软件开发，熟练掌握C++开发语言。熟练使用Qt开发应用软件；熟悉串口、USB、网络等通信协议，熟悉Windows和Mac跨平台开发技术，有智能硬件（音频类优先）上位机开发经验者优先；熟悉软件模块化设计、面向对象编程，具备独立完成核心模块开发和技术攻坚的能力。
3、项目与管理能力：具备完整的应用软件项目全流程管理经验，能高效管控多项目并行；具备优秀的团队管理、人员培养能力，擅长需求拆解、资源分配和进度把控。
4、行业经验：了解智能音频硬件产品的工作原理、调试流程，有研产销一体企业工作经验者优先，熟悉生产自动化优化流程加分。
5、思维与沟通：逻辑清晰，具备良好的需求分析和问题解决能力；沟通协调能力强，能高效对接跨部门协同工作，推动问题闭环。
6、职业素养：对软件技术发展有浓厚兴趣，具备创新意识和攻坚精神，责任心强，能承受一定工作压力，注重细节和软件质量。",,全部行业,,"['高新技术企业', '专精特新企业', '岗位晋升', '扁平管理', '技能培训', '五险一金', '节日礼物', '团队聚餐', '管理规范', '年度旅游', '绩效奖金', '带薪年假', '通讯津贴']",2026-05-15 19:24:54.070106,批发/零售,100-499人,25000.0,45000.0,35000.0,东莞,广东省,华南地区,100.0,499.0,1.0,5-10年,False,False,2026-05-06,C++开发,上位 机 经理 . 上位 机软件 开发技术 擅长 Windows / Mac 跨平台 开发技术 Windows / Mac 驱动 开发技术 . 主导 音频 硬件 设备 配套 上位 机软件 体系 持续 发展 规划 架构设计 版本 迭代 规划 . 控 拆解 排期 风险 按时 高质量 . 难点 包括 设备 驱动 设备 通信 音频 低 延迟 传输 跨平台 兼容性 可维护性 可扩展性 . 硬件 嵌入式 应用 紧密 协作 推动 软硬 一体化 落地 . 招聘 绩效考核 氛围 . 关注 行业 趋势 持续 栈 研发 支撑 快速 发展 电子 信息工程 年 年 精通 上位 机 C++ 使用 Qt 应用软件 串口 USB 网络 通信协议 Windows Mac 跨平台 开发技术 智能 硬件 （ 音频 类 ） 上位 机 模块化 面向对象编程 独立 核心 攻坚 完整 应用软件 全 高效 管控 并行 人员 培养能力 擅长 拆解 资源分配 进度 控 行业 智能 音频 硬件 原理 有研 产销 一体 企业 生产 自动化 加 分 思维 清晰 强 高效 对接 跨部门 协同工作 推动 闭环 职业 软件技术 发展 浓厚兴趣 创新 攻坚 强 一定 注重 细节
C++开发,https://www.liepin.com/job/1982356865.shtml,软件工程师,15-25k·13薪,深圳-南山区,3-5年,统招本科,招1人,5月14日更新,深圳市御膳智能,https://www.liepin.com/company/13192255/,"岗位职责：
1.负责上位机软件开发;
2.负责需求规格书、方案设计、概要设计、详细设计及自测文档撰写
3.完成软件编码及功能开发、解决测试问题，负责软件生命周期维护
4.负责上位机前沿技术的追踪和应用，分析同行业其它软件的功能
5.完成上级安排的其它事项

任职资格：
1.计算机、机械、自动化相关专业本科或以上学历，拥有3年以上QT、C++开发经验，熟悉QT/QML编程
2.熟悉数据结构及算法、设计模式、多线程、内存管理、数据库等方面的编程，具备较强的软件问题定位与排查能力。
3.精通界面开发，具有界面设计能力，对工业软件人机界面及交互有独到见解； 
4.具有较强的学习、沟通、合作、抗压能力；
5.有强烈学习新场景、新技能、新知识的意愿；
6.有机器视觉、工业自动化控制相关行业经验尤佳；",,全部行业,周末双休·弹性工作,"['五险一金', '弹性工作', '绩效奖金']",2026-05-15 19:25:13.395890,互联网,1-49人,16250.0,27083.0,21666.0,深圳,广东省,华南地区,1.0,49.0,1.0,3-5年,False,True,2026-05-14,C++开发,. 上位 机 ; . 规格书 方案设计 . 编码 生命周期 . 上位 机 前沿技术 追踪 应用 同行业 . 上级 事项 资格 . 机械 自动化 专业本科 拥有 年 QT C++ QT / QML . 数据结构 算法 设计模式 多线程 内存 方面 较强 定位 排查 . 精通 界面 界面设计 工业 人机界面 交互 独到见解 . 较强 合作 抗压 . 新 场景 新技能 新 意愿 . 机器 视觉 工业 自动化 控制 行业 尤佳
C++开发,https://www.liepin.com/job/1982336551.shtml,C++,10-14k,深圳-龙岗区,经验不限,本科,招1人,5月8日更新,中软国际科技,https://www.liepin.com/company/7927849/,"岗位职责:  
1. 负责软件系统的开发、编码与维护工作  
2. 使用C++进行高效、稳定的程序设计与实现  
3. 参与技术方案讨论并配合团队完成项目目标  
4. 持续优化代码性能，提升系统运行效率  
5. 根据项目需求完成相关技术文档编写  

任职要求：  
1. 熟练掌握C++编程语言及相关开发工具  
2. 具备扎实的编程基础和良好的代码规范  
3. 具有较强的问题分析与解决能力  
4. 具备良好的沟通能力和团队协作意识  
5. 能够在规定时间内完成开发任务并保证质量",,全部行业,,"['高新技术企业', '瞪羚企业', '绩效奖金', '带薪年假', '岗位晋升', '技能培训', '管理规范', '定期体检', '弹性工作', '节日礼物', '领导好']",2026-05-15 19:25:54.883123,IT服务,10000人以上,10000.0,14000.0,12000.0,深圳,广东省,华南地区,10000.0,99999.0,1.0,经验不限,False,False,2026-05-08,C++开发,C++ : . 软件系统 编码 . 使用 C++ 高效 稳定 程序设计 . 讨论 . 持续 性能 运行 . . C++ 编程语言 开发工具 . . 较强 . 协作 . 能够 规定 时间 保证质量
C++开发,https://www.liepin.com/job/1969464959.shtml,C++开发助理（数学）,8-14k·14薪,杭州-余杭区,经验不限,统招本科,招1人,5月9日更新,浙江大学控制科学与工程学院,https://www.liepin.com/company/12860255/,"职责描述：
1、负责数字孪生软件平台（编辑、编译、仿真、模型等）的设计、开发、实现、测试和维护；
2、负责数值求解库（如SUNDIALS等）的软件拓展和维护；
3、参与项目需求评审、编写产品设计、开发技术文档等。

任职要求：
1、具有本科及以上学历；
2、数学、物理、计算机、自动化、电子与信息技术或其他理工类专业背景，有志于从事软件开发工作；
3、具有较强的逻辑分析和学习接受能力，耐心细致，动手能力强；
4、有创新能力和发展潜力，愿意从事科学研究；
5、熟练掌握Java、C/C++、Python、GO等任一编程语言，熟悉Linux操作系统；
6、遵纪守法、品行端正、身体健康、工作负责、不怕辛苦，具有较强团队合作意识和良好的沟通能力；
7、有相关系统研发经验者优先。

人才发展规划: 
1. 新人培养规划： 
第1-2个月培训，第3个月开始评估级等（评估后薪资可高于OFFER工资）；第6个月评估级等（如高于目前级等可再次涨薪）。
2. 薪资成长通道： 
转正后员工每年6月和12月定期评估。对优秀人员依据《职业晋升通道》和《岗位薪资级等》进行薪资调整，通过审批后次月涨薪。 

相关福利： 
1.工资构成：基本工资+项目奖励+年度奖金 ；
2.入职即可申请500-800元住宿补贴；
3.五险一金+带薪培训+免费中/晚餐+节日礼金+年度体检+健身房等等。

该岗位为浙大NGICS大平台在招岗位，由大平台考核录用及管理。",,全部行业,,"['午餐补助', '定期体检', '五险一金', '技能培训', '绩效奖金']",2026-05-15 19:26:21.519406,专业技术服务,100-499人,9333.0,16333.0,12833.0,杭州,浙江省,华东地区,100.0,499.0,1.0,经验不限,False,False,2026-05-09,C++开发,C++ 助理 （ 数学 ） 描述 数字 孪生 软件平台 （ 编辑 编译 仿真 模型 ） 数值 求解 库 （ SUNDIALS ） 拓展 产品设计 开发技术 数学 物理 自动化 电子 理工类 背景 有志于 从事 较强 细致 动手 强 创新能力 发展潜力 愿意 从事 科学研究 Java C / C++ Python GO 任一 编程语言 Linux 操作系统 遵纪守法 品行端正 身体健康 辛苦 较强 合作 研发 人才 发展 规划 : . 新人 规划 - 月 培训 月 评估 级 （ 评估 薪资 高于 OFFER 工资 ） 月 评估 级 （ 高于 目前 级 再次 涨薪 ） . 薪资 通道 转正 员工 每年 月 12 月 定期 评估 人员 职业 晋升 通道 薪资 级 薪资 调整 审批 后次 月 涨薪 福利 . 工资 构成 基本工资 + 奖励 + 年度 奖金 . 入职 即可 申请 500 - 800 元 住宿 补贴 . 五险 一金 + 带薪 培训 + 免费 中 / 晚餐 + 节日 礼金 + 年度 体检 + 健身房 浙大 NGICS 招 由大 考核 录用
C++开发,https://www.liepin.com/a/75099175.shtml,C++,20-25k,武汉,1-3年,大专,招1人,4月30日更新,瑞贝斯（合肥）人力资源有限公司,,"岗位职责：
1、参与Linux下C++应用程序设计、开发、测试；
2、输出设计文档、代码、测试用例/报告；
任职要求：
1、大专及以上学历
2、有Linux基础和C++语言编程功底，有较强的逻辑思维能力和动手能力；
3、良好的团队合作意识和抗压能力，具备开放的心态和主动的学习能力",不限,游戏,,[],2026-05-15 19:26:43.365286,游戏,,20000.0,25000.0,22500.0,武汉,湖北省,华中地区,,,1.0,1-3年,False,False,2026-04-30,C++开发,C++ Linux C++ 应用 程序设计 测试用例 / Linux C++ 功底 强 动手 合作 抗压 开放 心态
C++开发,https://www.liepin.com/job/1969498135.shtml,C++开发（物理专业优先）,8-14k·14薪,杭州-余杭区,经验不限,统招本科,招1人,5月9日更新,浙江大学控制科学与工程学院,https://www.liepin.com/company/12860255/,"职责描述：
1、负责数字孪生软件平台（编辑、编译、仿真、模型等）的设计、开发、实现、测试和维护；
2、负责数值求解库（如SUNDIALS等）的软件拓展和维护；
3、参与项目需求评审、编写产品设计、开发技术文档等。

任职要求：
1、具有本科及以上学历；
2、数学、物理、计算机、自动化、电子与信息技术或其他理工类专业背景，有志于从事软件开发工作；
3、具有较强的逻辑分析和学习接受能力，耐心细致，动手能力强；
4、有创新能力和发展潜力，愿意从事科学研究；
5、熟练掌握Java、C/C++、Python、GO等任一编程语言，熟悉Linux操作系统；
6、遵纪守法、品行端正、身体健康、工作负责、不怕辛苦，具有较强团队合作意识和良好的沟通能力；
7、有相关系统研发经验者优先。

人才发展规划: 
1. 新人培养规划： 
第1-2个月培训，第3个月开始评估级等（评估后薪资可高于OFFER工资）；第6个月评估级等（如高于目前级等可再次涨薪）。
2. 薪资成长通道： 
转正后员工每年6月和12月定期评估。对优秀人员依据《职业晋升通道》和《岗位薪资级等》进行薪资调整，通过审批后次月涨薪。 

相关福利： 
1.工资构成：基本工资+项目奖励+年度奖金 ；
2.入职即可申请500-800元住宿补贴；
3.五险一金+带薪培训+免费中/晚餐+节日礼金+年度体检+健身房等等。

该岗位为浙大NGICS大平台在招岗位，由大平台考核录用及管理。",,全部行业,,"['午餐补助', '定期体检', '五险一金', '技能培训', '绩效奖金']",2026-05-15 19:27:16.889418,专业技术服务,100-499人,9333.0,16333.0,12833.0,杭州,浙江省,华东地区,100.0,499.0,1.0,经验不限,False,False,2026-05-09,C++开发,C++ （ 物理 ） 描述 数字 孪生 软件平台 （ 编辑 编译 仿真 模型 ） 数值 求解 库 （ SUNDIALS ） 拓展 产品设计 开发技术 数学 物理 自动化 电子 理工类 背景 有志于 从事 较强 细致 动手 强 创新能力 发展潜力 愿意 从事 科学研究 Java C / C++ Python GO 任一 编程语言 Linux 操作系统 遵纪守法 品行端正 身体健康 辛苦 较强 合作 研发 人才 发展 规划 : . 新人 规划 - 月 培训 月 评估 级 （ 评估 薪资 高于 OFFER 工资 ） 月 评估 级 （ 高于 目前 级 再次 涨薪 ） . 薪资 通道 转正 员工 每年 月 12 月 定期 评估 人员 职业 晋升 通道 薪资 级 薪资 调整 审批 后次 月 涨薪 福利 . 工资 构成 基本工资 + 奖励 + 年度 奖金 . 入职 即可 申请 500 - 800 元 住宿 补贴 . 五险 一金 + 带薪 培训 + 免费 中 / 晚餐 + 节日 礼金 + 年度 体检 + 健身房 浙大 NGICS 招 由大 考核 录用
C++开发,https://www.liepin.com/job/1970410059.shtml,初级C++开发（物理专业优先）,15-20k·14薪,杭州-余杭区,经验不限,统招本科,招1人,5月9日更新,浙江大学控制科学与工程学院,https://www.liepin.com/company/12860255/,"职责描述：
1、负责数字孪生软件平台（编辑、编译、仿真、模型等）的设计、开发、实现、测试和维护；
2、负责数值求解库（如SUNDIALS等）的软件拓展和维护；
3、参与项目需求评审、编写产品设计、开发技术文档等。

任职要求：
1、具有本科及以上学历；
2、数学、物理、计算机、自动化、电子与信息技术或其他理工类专业背景，有志于从事软件开发工作；
3、具有较强的逻辑分析和学习接受能力，耐心细致，动手能力强；
4、有创新能力和发展潜力，愿意从事科学研究；
5、熟练掌握Java、C/C++、Python、GO等任一编程语言，熟悉Linux操作系统；
6、遵纪守法、品行端正、身体健康、工作负责、不怕辛苦，具有较强团队合作意识和良好的沟通能力；
7、有相关系统研发经验者优先。

人才发展规划: 
1. 新人培养规划： 
第1-2个月培训，第3个月开始评估级等（评估后薪资可高于OFFER工资）；第6个月评估级等（如高于目前级等可再次涨薪）。
2. 薪资成长通道： 
转正后员工每年6月和12月定期评估。对优秀人员依据《职业晋升通道》和《岗位薪资级等》进行薪资调整，通过审批后次月涨薪。 

相关福利： 
1.工资构成：基本工资+项目奖励+年度奖金 ；
2.入职即可申请500-800元住宿补贴；
3.五险一金+带薪培训+免费中/晚餐+节日礼金+年度体检+健身房等等。

该岗位为浙大NGICS大平台在招岗位，由大平台考核录用及管理。",,全部行业,,"['午餐补助', '定期体检', '五险一金', '技能培训', '绩效奖金']",2026-05-15 19:27:38.098298,专业技术服务,100-499人,17500.0,23333.0,20416.0,杭州,浙江省,华东地区,100.0,499.0,1.0,经验不限,False,False,2026-05-09,C++开发,初级 C++ （ 物理 ） 描述 数字 孪生 软件平台 （ 编辑 编译 仿真 模型 ） 数值 求解 库 （ SUNDIALS ） 拓展 产品设计 开发技术 数学 物理 自动化 电子 理工类 背景 有志于 从事 较强 细致 动手 强 创新能力 发展潜力 愿意 从事 科学研究 Java C / C++ Python GO 任一 编程语言 Linux 操作系统 遵纪守法 品行端正 身体健康 辛苦 较强 合作 研发 人才 发展 规划 : . 新人 规划 - 月 培训 月 评估 级 （ 评估 薪资 高于 OFFER 工资 ） 月 评估 级 （ 高于 目前 级 再次 涨薪 ） . 薪资 通道 转正 员工 每年 月 12 月 定期 评估 人员 职业 晋升 通道 薪资 级 薪资 调整 审批 后次 月 涨薪 福利 . 工资 构成 基本工资 + 奖励 + 年度 奖金 . 入职 即可 申请 500 - 800 元 住宿 补贴 . 五险 一金 + 带薪 培训 + 免费 中 / 晚餐 + 节日 礼金 + 年度 体检 + 健身房 浙大 NGICS 招 由大 考核 录用
C++开发,https://www.liepin.com/job/1982379413.shtml,C++,10-15k,武汉,经验不限,本科,招1人,5月9日更新,武汉创想外码科技有限公司,https://www.liepin.com/company/12543421/,"【岗位职责】
1. 负责C++相关工作的规划、需求分析设计和技术实现；
2. 负责所属模块的代码开发、调试与维护工作；
3. 积极响应客户需求并进行定制化开发和交付；
4. 参与公司产品的架构优化，性能优化并辅助其他模块进行技术实现；
5. 协助并完成其他各类技术开发任务。

【任职要求】
1. 具备良好的编程能力和学习能力；
2. 熟悉相关开发工具和框架；
3. 能独立完成开发框架的设计和搭建工作；
4. 具备数据库设计能力；
5. 具备较强的解决问题能力，有较强的协调、沟通能力和团队精神。",普通话,全部行业,,"['高新技术企业', '瞪羚企业']",2026-05-15 19:29:37.891002,IT服务,1-49人,10000.0,15000.0,12500.0,武汉,湖北省,华中地区,1.0,49.0,1.0,经验不限,False,False,2026-05-09,C++开发,C++ 【 】 . C++ 规划 . 所属 . 积极响应 定制 化 . 性能 辅助 . 各类 技术开发 【 】 . . 开发工具 . 独立 搭建 . . 较强 强
C++开发,https://www.liepin.com/job/1982265635.shtml,上位机(C++)技术经理,35-50k,深圳-龙岗区,5年以上,本科,招1人,5月6日更新,深圳摩罗志远科技有限公司,https://www.liepin.com/company/9115715/,"岗位职责：

1.负责上位机软件开发技术管理，擅长 Windows/Mac跨平台开发技术，熟悉Windows/Mac系统驱动开发技术；
2.主导公司音频硬件设备配套上位机软件体系可持续发展的技术规划、架构设计与版本迭代规划；
3.把控产品需求到技术需求和任务的拆解、排期、质量、风险，保证项目按时高质量交付；
4.带领团队解决技术难点，包括设备驱动、设备通信、音频处理、低延迟传输、跨平台兼容性、系统稳定性、系统可维护性和可扩展性等；
5.与硬件团队、产品团队、嵌入式团队和其他应用开发团队紧密协作，推动软硬一体化方案落地；
6.团队建设、招聘、培养、绩效考核与技术氛围提升。
7.关注行业技术趋势，持续优化技术栈与研发效率，支撑业务快速发展。

任职要求：
1、学历与专业：本科及以上学历，计算机科学与技术、软件工程、电子信息工程等相关专业，5年以上软件开发经验，2年以上软件团队管理经验。
2、技术能力：精通上位机软件开发，熟练掌握C++开发语言。熟练使用Qt开发应用软件；熟悉串口、USB、网络等通信协议，熟悉Windows和Mac跨平台开发技术，有智能硬件（音频类优先）上位机开发经验者优先；熟悉软件模块化设计、面向对象编程，具备独立完成核心模块开发和技术攻坚的能力。
3、项目与管理能力：具备完整的应用软件项目全流程管理经验，能高效管控多项目并行；具备优秀的团队管理、人员培养能力，擅长需求拆解、资源分配和进度把控。
4、行业经验：了解智能音频硬件产品的工作原理、调试流程，有研产销一体企业工作经验者优先，熟悉生产自动化优化流程加分。
5、思维与沟通：逻辑清晰，具备良好的需求分析和问题解决能力；沟通协调能力强，能高效对接跨部门协同工作，推动问题闭环。
6、职业素养：对软件技术发展有浓厚兴趣，具备创新意识和攻坚精神，责任心强，能承受一定工作压力，注重细节和软件质量。",普通话,全部行业,,"['高新技术企业', '专精特新企业', '岗位晋升', '扁平管理', '技能培训', '五险一金', '节日礼物', '团队聚餐', '管理规范', '年度旅游', '绩效奖金', '带薪年假', '通讯津贴']",2026-05-15 19:30:04.627731,批发/零售,100-499人,35000.0,50000.0,42500.0,深圳,广东省,华南地区,100.0,499.0,1.0,5-10年,False,False,2026-05-06,C++开发,上位 机 ( C++ ) 经理 . 上位 机软件 开发技术 擅长 Windows / Mac 跨平台 开发技术 Windows / Mac 驱动 开发技术 . 主导 音频 硬件 设备 配套 上位 机软件 体系 持续 发展 规划 架构设计 版本 迭代 规划 . 控 拆解 排期 风险 按时 高质量 . 难点 包括 设备 驱动 设备 通信 音频 低 延迟 传输 跨平台 兼容性 可维护性 可扩展性 . 硬件 嵌入式 应用 紧密 协作 推动 软硬 一体化 落地 . 招聘 绩效考核 氛围 . 关注 行业 趋势 持续 栈 研发 支撑 快速 发展 电子 信息工程 年 年 精通 上位 机 C++ 使用 Qt 应用软件 串口 USB 网络 通信协议 Windows Mac 跨平台 开发技术 智能 硬件 （ 音频 类 ） 上位 机 模块化 面向对象编程 独立 核心 攻坚 完整 应用软件 全 高效 管控 并行 人员 培养能力 擅长 拆解 资源分配 进度 控 行业 智能 音频 硬件 原理 有研 产销 一体 企业 生产 自动化 加 分 思维 清晰 强 高效 对接 跨部门 协同工作 推动 闭环 职业 软件技术 发展 浓厚兴趣 创新 攻坚 强 一定 注重 细节
C++开发,https://www.liepin.com/job/1982347605.shtml,C++,10-15k,天津-河东区,经验不限,本科,招1人,5月8日更新,禾伟科技,https://www.liepin.com/company/9679185/,"【岗位职责】
1. 负责C++相关工作的规划、需求分析设计和技术实现；
2. 负责所属模块的代码开发、调试与维护工作；
3. 积极响应客户需求并进行定制化开发和交付；
4. 参与公司产品的架构优化，性能优化并辅助其他模块进行技术实现；
5. 协助并完成其他各类技术开发任务。

【任职要求】
1. 具备良好的编程能力和学习能力；
2. 熟悉相关开发工具和框架；
3. 能独立完成开发框架的设计和搭建工作；
4. 具备数据库设计能力；
5. 具备较强的解决问题能力，有较强的协调、沟通能力和团队精神。",普通话,全部行业,弹性工作,"['高新技术企业', '领导好', '五险一金', '弹性工作', '年底双薪', '扁平管理', '岗位晋升', '绩效奖金', '定期体检', '交通补助', '通讯津贴', '午餐补助', '外派津贴']",2026-05-15 19:30:20.844560,计算机软件,50-99人,10000.0,15000.0,12500.0,天津,天津市,华北地区,50.0,99.0,1.0,经验不限,False,False,2026-05-08,C++开发,C++ 【 】 . C++ 规划 . 所属 . 积极响应 定制 化 . 性能 辅助 . 各类 技术开发 【 】 . . 开发工具 . 独立 搭建 . . 较强 强
C++开发,https://www.liepin.com/a/75099481.shtml,C++,24-30k,西安,1-3年,大专,招2人,4月27日更新,瑞贝斯（合肥）人力资源有限公司,,"岗位职责：
1、参与Linux下C++应用程序设计、开发、测试；
2、输出设计文档、代码、测试用例/报告；
任职要求：
1、大专及以上学历
2、有Linux基础和C++语言编程功底，有较强的逻辑思维能力和动手能力；
3、良好的团队合作意识和抗压能力，具备开放的心态和主动的学习能力",不限,培训服务,,[],2026-05-15 19:31:06.322465,培训服务,,24000.0,30000.0,27000.0,西安,陕西省,西北地区,,,2.0,1-3年,False,False,2026-04-27,C++开发,C++ Linux C++ 应用 程序设计 测试用例 / Linux C++ 功底 强 动手 合作 抗压 开放 心态
C++开发,https://www.liepin.com/a/75632877.shtml,资深服务端C++开发,18-25k,济南,5-10年,学历不限,招1人,5月13日更新,锐仕方达人才科技集团有限公司武汉第三分公司,,"岗位职责：
1、负责产品的技术选型、技术路线规划、技术体系搭建，主导架构设计、框架搭建及研发工作；
2、负责产品性能优化和核心代码编写，开发与维护系统核心模块；
3、负责团队技术能力提升，提升团队开发效率和产品质量；
4、负责在相关产品技术领域开展前沿技术研究并落地；
任职要求：
1、3年以上开发和架构设计经验，深度掌握服务端开发常用技术，有扎实的架构设计和开发能力，具备丰富的C、C++开发和性能调优经验
2、熟悉常见缓存、负载均衡、API网关、消息队列等中间件（可选部分），阅读过相关源码，有过性能优化经验优先考虑
3、具备分布式系统项目经验，对高并发、高可用系统架构有深刻的理解和业务实践
4、对技术充满好奇心，乐于学习，愿意分享，具备良好的服务意识、责任心、团队沟通协作能力和发现并解决问题的能力、",不限,"计算机软件,网络/信息安全",,[],2026-05-15 19:31:15.615701,计算机软件,,18000.0,25000.0,21500.0,济南,山东省,华东地区,,,1.0,5-10年,False,False,2026-05-13,C++开发,资深 服务端 C++ 选型 路线 规划 体系 搭建 主导 架构设计 搭建 研发 性能 核心 系统核心 产品质量 领域 前沿技术 研究 落地 年 架构设计 深度 服务端 常用 架构设计 丰富 C C++ 性能 调优 常见 缓存 负载 均衡 API 网关 消息 队列 中间件 （ 选 部分 ） 阅读 源码 性能 分布式系统 高并发 高 可用 深刻 理解 实践 充满 好奇心 乐于 愿意 分享 协作 发现
C++开发,https://www.liepin.com/a/75667093.shtml,C++,28-35k,杭州,1-3年,大专,招1人,5月14日更新,瑞贝斯（合肥）人力资源有限公司,,"岗位职责：
1、参与Linux下C++应用程序设计、开发、测试；
2、输出设计文档、代码、测试用例/报告；
任职要求：
1、大专及以上学历
2、有Linux基础和C++语言编程功底，有较强的逻辑思维能力和动手能力；
3、良好的团队合作意识和抗压能力，具备开放的心态和主动的学习能力",不限,"计算机软件,物联网",,[],2026-05-15 19:31:27.342254,计算机软件,,28000.0,35000.0,31500.0,杭州,浙江省,华东地区,,,1.0,1-3年,False,False,2026-05-14,C++开发,C++ Linux C++ 应用 程序设计 测试用例 / Linux C++ 功底 强 动手 合作 抗压 开放 心态
